,City_Name,City_Lat,City_Long,Temperature,Humidity,Cloudiness,Wind_Speed,Country,Date
296,Luganville,-15.5333,167.1667,82.72,76,79,8.63,VU,2021-06-16 01:37:53
297,Birmitrapur,22.4,84.7667,76.73,90,100,7.85,IN,2021-06-16 01:37:54
298,Bairiki Village,1.3292,172.9752,87.8,74,75,11.5,KI,2021-06-16 01:37:55
299,Gushikawa,26.3544,127.8686,85.08,89,75,18.41,JP,2021-06-16 01:37:56
300,Marshall,34.3834,-86.3333,73.38,59,1,4.61,US,2021-06-16 01:35:52
301,Touros,-5.1989,-35.4608,77.9,90,74,8.39,BR,2021-06-16 01:37:58
302,Skeldon,5.8833,-57.1333,76.06,94,100,4.41,GY,2021-06-16 01:37:59
303,Nambucca Heads,-30.65,153.0,64.4,56,0,2.98,AU,2021-06-16 01:38:01
304,Darnah,32.767,22.6367,67.98,81,3,5.12,LY,2021-06-16 01:38:02
305,Tame,6.461,-71.73,71.74,90,91,4.92,CO,2021-06-16 01:38:03
306,Amapá,1.0,-52.0,70.77,98,66,1.68,BR,2021-06-16 01:38:09
307,Yaan,7.3833,8.5667,73.67,93,100,5.17,NG,2021-06-16 01:38:10
308,Moa,20.6569,-74.9403,79.05,90,98,7.0,CU,2021-06-16 01:38:11
309,Itarema,-2.9248,-39.9167,76.24,89,47,8.99,BR,2021-06-16 01:38:12
310,Kingman,35.1894,-114.053,106.72,6,1,17.27,US,2021-06-16 01:38:14
311,Bāgeshwar,29.85,79.7667,72.7,77,39,1.23,IN,2021-06-16 01:38:15
312,Huilong,31.8111,121.655,75.97,93,100,10.56,CN,2021-06-16 01:38:16
313,Kulhudhuffushi,6.6221,73.07,82.87,73,100,18.48,MV,2021-06-16 01:38:17
314,Vila Velha,-20.3297,-40.2925,65.95,92,0,4.0,BR,2021-06-16 01:38:18
315,Kalmunai,7.4167,81.8167,81.41,65,100,3.11,LK,2021-06-16 01:38:19
316,Malanje,-9.5402,16.341,56.82,56,2,2.17,AO,2021-06-16 01:38:21
317,Marsh Harbour,26.5412,-77.0636,81.0,82,100,10.8,BS,2021-06-16 01:35:27
318,Nurota,40.5614,65.6886,64.49,22,0,9.04,UZ,2021-06-16 01:38:23
319,Yueyang,29.3333,113.0919,89.02,64,100,10.42,CN,2021-06-16 01:38:24
320,Sinnamary,5.3833,-52.95,78.13,87,80,7.58,GF,2021-06-16 01:38:25
321,Alappuzha,9.49,76.3264,81.66,81,100,15.57,IN,2021-06-16 01:37:54
322,Tabou,4.423,-7.3528,77.09,88,97,6.67,CI,2021-06-16 01:38:27
323,Pemangkat,1.1667,108.9667,80.67,78,90,4.41,ID,2021-06-16 01:38:28
324,Merauke,-8.4667,140.3333,83.12,74,95,9.6,ID,2021-06-16 01:38:29
325,Miyakonojō,31.7333,131.0667,72.37,97,100,8.48,JP,2021-06-16 01:38:31
326,Ibipeba,-11.6408,-42.0111,67.01,74,50,4.36,BR,2021-06-16 01:37:22
327,Newcastle,-32.9272,151.7765,65.23,54,0,1.01,AU,2021-06-16 01:38:33
328,Muros,42.7762,-9.0603,65.41,87,61,6.55,ES,2021-06-16 01:38:34
329,Pontes e Lacerda,-15.2261,-59.3353,72.59,71,78,3.18,BR,2021-06-16 01:38:35
330,Piaçabuçu,-10.4056,-36.4344,74.1,78,39,6.93,BR,2021-06-16 01:38:36
331,Virginia Beach,36.8529,-75.978,72.99,71,20,3.44,US,2021-06-16 01:38:37
332,Hambantota,6.1241,81.1185,79.14,100,0,8.05,LK,2021-06-16 01:38:38
333,São Raimundo Nonato,-9.0153,-42.6994,72.63,59,4,3.18,BR,2021-06-16 01:38:40
334,Hualmay,-11.0964,-77.6139,65.97,83,41,8.75,PE,2021-06-16 01:38:41
335,Tevaitoa,-16.7833,-151.5,79.93,78,32,19.89,PF,2021-06-16 01:38:42
336,Saravan,39.7196,45.6483,65.05,56,0,8.48,AM,2021-06-16 01:38:43
337,Necochea,-38.5473,-58.7368,48.04,64,6,11.32,AR,2021-06-16 01:38:44
338,Tual,-5.6667,132.75,81.07,79,79,15.01,ID,2021-06-16 01:38:45
339,Madimba,-10.4,40.3333,66.54,89,97,7.67,TZ,2021-06-16 01:38:46
340,Presidente Médici,-11.1753,-61.9014,72.84,79,27,3.85,BR,2021-06-16 01:38:48
341,Teluk Nibung,3.001,99.8164,77.36,88,94,5.97,ID,2021-06-16 01:38:49
342,Baní,18.2833,-70.3333,77.38,79,10,7.38,DO,2021-06-16 01:38:50
343,Sakakah,29.9697,40.2064,78.37,25,0,8.03,SA,2021-06-16 01:38:51
344,Tulancingo,20.0833,-98.3667,55.99,94,100,5.19,MX,2021-06-16 01:38:52
345,Maryville,35.7565,-83.9705,70.68,63,20,8.05,US,2021-06-16 01:38:50
346,Palmeirais,-5.9778,-43.0633,73.85,60,0,1.92,BR,2021-06-16 01:38:54
347,Juba,4.8517,31.5825,69.57,95,97,3.33,SS,2021-06-16 01:38:55
348,Tarata,-17.6167,-66.0167,56.62,77,89,3.36,BO,2021-06-16 01:38:57
349,Tacuarembó,-31.7333,-55.9833,40.87,91,55,7.61,UY,2021-06-16 01:38:58
350,Manokwari,-0.8667,134.0833,82.04,73,64,4.68,ID,2021-06-16 01:38:59
351,Greymouth,-42.4667,171.2,54.37,84,99,2.42,NZ,2021-06-16 01:39:00
352,Biak,-0.9131,122.8766,79.09,77,93,5.66,ID,2021-06-16 01:39:01
353,Simpang,-1.2667,104.0833,84.07,71,98,2.17,ID,2021-06-16 01:39:03
354,Hailey,43.5196,-114.3153,80.46,19,1,9.22,US,2021-06-16 01:39:04
355,Abū Zabad,12.35,29.25,81.82,58,18,9.1,SD,2021-06-16 01:39:05
356,Abu Dhabi,24.4667,54.3667,86.02,54,0,3.44,AE,2021-06-16 01:39:06
357,Myitkyina,25.3833,97.4,78.48,94,96,0.69,MM,2021-06-16 01:39:07
358,Mackay,-21.15,149.2,77.04,83,90,9.22,AU,2021-06-16 01:37:35
359,Half Moon Bay,37.4636,-122.4286,68.59,62,1,5.01,US,2021-06-16 01:39:09
360,Awjilah,29.1081,21.2869,72.81,49,0,10.0,LY,2021-06-16 01:39:10
361,Kruisfontein,-34.0033,24.7314,55.89,77,56,5.39,ZA,2021-06-16 01:39:11
362,São Filipe,14.8961,-24.4956,73.02,85,91,2.95,CV,2021-06-16 01:39:13
363,Seoul,37.5683,126.9778,79.43,52,40,14.97,KR,2021-06-16 01:38:19
364,Sur,22.5667,59.5289,90.66,44,2,1.45,OM,2021-06-16 01:39:15
365,Mareeba,-17.0,145.4333,80.47,74,48,4.61,AU,2021-06-16 01:39:16
366,Chabahar,25.2919,60.643,85.46,88,0,4.21,IR,2021-06-16 01:39:17
367,Yunyang,33.4474,112.7142,82.17,69,99,9.46,CN,2021-06-16 01:39:18
368,Mount Gambier,-37.8333,140.7667,49.91,93,82,12.66,AU,2021-06-16 01:39:19
369,Mt. Pleasant,32.7941,-79.8626,73.04,92,90,5.01,US,2021-06-16 01:38:24
370,Daru,-9.0763,143.2092,81.77,79,38,12.06,PG,2021-06-16 01:39:21
371,Mastic Beach,40.7668,-72.8521,69.35,70,1,3.0,US,2021-06-16 01:35:16
372,Fasa,28.9383,53.6482,69.04,19,0,6.91,IR,2021-06-16 01:39:23
373,Chimbote,-9.0853,-78.5783,65.62,88,67,9.26,PE,2021-06-16 01:39:25
374,Dekar,-21.5333,21.9333,53.64,35,74,5.57,BW,2021-06-16 01:39:26
375,Acandí,8.5063,-77.2778,76.68,91,88,3.15,CO,2021-06-16 01:39:27
376,Faya,18.3851,42.4509,68.52,26,56,1.81,SA,2021-06-16 01:39:28
377,San Patricio,28.017,-97.5169,86.07,71,2,7.78,US,2021-06-16 01:39:29
378,Andalan,5.9594,121.3903,79.41,80,100,9.13,PH,2021-06-16 01:39:30
379,Henties Bay,-22.116,14.2845,54.86,79,39,4.12,NA,2021-06-16 01:39:31
380,Teruel,40.6667,-0.6667,60.69,52,100,4.14,ES,2021-06-16 01:39:33
381,Puerto El Triunfo,13.2833,-88.55,81.52,88,100,6.64,SV,2021-06-16 01:39:34
382,Arcata,40.8665,-124.0828,63.91,74,1,3.0,US,2021-06-16 01:35:47
383,Tabas,33.5959,56.9244,84.11,13,0,2.33,IR,2021-06-16 01:39:36
384,Arrondissement de Foix,42.8333,1.5833,54.43,78,100,7.92,FR,2021-06-16 01:39:37
385,Bathsheba,13.2167,-59.5167,81.21,69,90,18.41,BB,2021-06-16 01:39:38
386,Road Town,18.4167,-64.6167,82.31,78,40,11.5,VG,2021-06-16 01:39:39
387,Upington,-28.4478,21.2561,57.58,41,0,9.22,ZA,2021-06-16 01:39:41
388,Villarrobledo,39.2699,-2.6012,68.43,36,75,13.8,ES,2021-06-16 01:39:42
389,Conceição do Araguaia,-8.2578,-49.2647,78.93,73,0,4.61,BR,2021-06-16 01:39:43
390,Fougamou,-1.2154,10.5838,73.36,96,99,1.41,GA,2021-06-16 01:39:44
391,Duekoué,6.7472,-7.3496,71.01,98,74,3.02,CI,2021-06-16 01:39:45
392,Panguipulli,-39.6333,-72.3333,31.71,69,6,5.12,CL,2021-06-16 01:39:47
393,Nizwá,22.9333,57.5333,94.66,11,13,5.19,OM,2021-06-16 01:39:48
394,Kailua,21.4022,-157.7394,81.75,66,40,14.97,US,2021-06-16 01:39:49
395,Noumea,-22.2763,166.4572,79.0,99,22,8.43,NC,2021-06-16 01:39:50
396,Breves,-1.6822,-50.4803,72.7,98,50,3.15,BR,2021-06-16 01:39:51
397,Nelson Bay,-32.7167,152.15,63.73,65,0,1.01,AU,2021-06-16 01:39:52
398,Kütahya,39.4242,29.9833,40.95,87,40,2.89,TR,2021-06-16 01:39:53
399,Bundaberg,-24.85,152.35,78.22,96,90,1.99,AU,2021-06-16 01:37:27
400,Katherine,-14.4667,132.2667,84.52,48,0,4.61,AU,2021-06-16 01:39:55
401,Vieste,41.8825,16.175,59.5,53,100,9.37,IT,2021-06-16 01:39:57
402,Shiyan,32.6475,110.7781,78.55,77,100,3.83,CN,2021-06-16 01:39:58
403,Puerto Colombia,10.9878,-74.9547,78.89,81,87,5.39,CO,2021-06-16 01:39:59
404,Atocha,-20.9333,-66.2333,37.67,30,2,4.99,BO,2021-06-16 01:40:00
405,Kaeo,-35.1,173.7833,64.33,78,19,8.43,NZ,2021-06-16 01:40:01
406,Chiang Klang,19.2938,100.8617,78.13,95,94,3.65,TH,2021-06-16 01:40:03
407,Carutapera,-1.195,-46.02,74.73,94,40,5.57,BR,2021-06-16 01:40:05
408,Malidong,13.0133,123.4596,85.77,71,67,6.31,PH,2021-06-16 01:40:06
409,Ngong,-1.3618,36.6566,57.34,88,75,0.0,KE,2021-06-16 01:40:07
410,Baton Rouge,30.4508,-91.1545,78.98,89,31,0.98,US,2021-06-16 01:40:05
411,Marawi,7.9986,124.2928,80.65,66,24,1.77,PH,2021-06-16 01:40:09
412,Kaputa,-8.4689,29.6619,59.81,55,19,1.79,ZM,2021-06-16 01:40:10
413,Dakar,14.6937,-17.4441,77.88,89,86,12.95,SN,2021-06-16 01:40:11
414,Cayenne,4.9333,-52.3333,82.09,84,75,1.99,GF,2021-06-16 01:40:12
415,Darien,41.752,-87.974,66.92,44,1,1.01,US,2021-06-16 01:38:34
416,Gilbués,-9.8317,-45.3439,78.42,48,84,3.47,BR,2021-06-16 01:40:14
417,Tubualá,9.5167,-79.0333,71.6,85,81,6.96,PA,2021-06-16 01:40:16
418,Champerico,14.3,-91.9167,79.57,77,100,5.28,GT,2021-06-16 01:40:17
419,Tototlán,20.55,-102.8,83.95,31,91,3.6,MX,2021-06-16 01:40:18
420,Jinan,36.6683,116.9972,82.2,56,66,0.81,CN,2021-06-16 01:40:19
421,Tutóia,-2.7619,-42.2744,77.4,88,8,7.81,BR,2021-06-16 01:40:20
422,Baihar,22.1,80.55,76.64,84,97,6.98,IN,2021-06-16 01:40:21
423,Deniliquin,-35.5333,144.9667,54.0,65,88,11.23,AU,2021-06-16 01:40:22
424,Tabora,-5.0167,32.8,59.88,58,99,4.12,TZ,2021-06-16 01:40:24
425,Tagusao,9.1924,117.8141,86.02,67,15,0.96,PH,2021-06-16 01:40:25
426,Hobyo,5.3505,48.5268,77.36,83,100,23.15,SO,2021-06-16 01:40:26
427,Tulum,20.2167,-87.4667,79.97,94,100,7.85,MX,2021-06-16 01:40:27
428,Gambo,4.6482,22.2633,69.53,99,100,1.28,CF,2021-06-16 01:40:28
429,Felanitx,39.4696,3.1483,71.17,80,73,6.4,ES,2021-06-16 01:40:29
430,Gamboma,-1.8764,15.8644,75.16,61,46,4.29,CG,2021-06-16 01:40:30
431,Jalingo,8.8833,11.3667,75.9,82,100,5.93,NG,2021-06-16 01:40:32
432,San Policarpo,12.1791,125.5072,85.42,71,68,9.95,PH,2021-06-16 01:40:33
433,Salinas,36.6777,-121.6555,69.78,54,1,13.8,US,2021-06-16 01:37:56
434,Pozo Colorado,-23.4923,-58.7972,63.99,67,98,9.78,PY,2021-06-16 01:40:35
435,Green River,41.5286,-109.4662,91.99,11,95,15.21,US,2021-06-16 01:40:36
436,Kahului,20.8947,-156.47,82.71,64,40,26.46,US,2021-06-16 01:38:01
437,Guarapari,-20.6667,-40.4975,65.89,81,3,4.16,BR,2021-06-16 01:40:38
438,Losal,27.4,74.9167,86.2,50,18,4.07,IN,2021-06-16 01:40:39
439,Hamilton,39.1834,-84.5333,70.12,61,100,4.81,US,2021-06-16 01:37:17
440,Pacific Grove,36.6177,-121.9166,65.52,67,1,5.99,US,2021-06-16 01:37:07
441,Katsuura,35.1333,140.3,76.12,79,100,7.9,JP,2021-06-16 01:40:42
442,Mossamedes,-15.1961,12.1522,67.55,66,26,4.88,AO,2021-06-16 01:40:43
443,Eureka,40.8021,-124.1637,63.39,75,2,11.99,US,2021-06-16 01:40:45
444,Waingapu,-9.6567,120.2641,82.99,61,11,9.71,ID,2021-06-16 01:40:46
445,Kalaīkunda,22.35,87.25,81.79,80,100,4.27,IN,2021-06-16 01:40:47
446,Pingliang,35.5392,106.6861,56.88,80,100,14.79,CN,2021-06-16 01:40:48
447,Fukuechō,32.6881,128.8419,70.16,100,75,10.36,JP,2021-06-16 01:40:49
448,Kupang,-10.1667,123.5833,82.98,65,20,10.36,ID,2021-06-16 01:40:50
449,Juegang,32.3174,121.1855,72.63,92,100,8.5,CN,2021-06-16 01:40:51
450,Colares,38.7992,-9.4469,63.66,84,79,1.99,PT,2021-06-16 01:40:53
451,Kumul,42.8,93.45,74.5,18,5,13.89,CN,2021-06-16 01:40:54
452,Chālūs,36.655,51.4204,71.06,83,20,0.0,IR,2021-06-16 01:40:55
453,Ponta Delgada,37.7333,-25.6667,66.92,77,20,3.44,PT,2021-06-16 01:40:56
454,Departamento de Maldonado,-34.6667,-54.9167,49.39,76,13,6.24,UY,2021-06-16 01:40:57
455,Port Hardy,50.6996,-127.4199,55.58,88,90,0.0,CA,2021-06-16 01:40:58
456,Mazagão,-0.115,-51.2894,82.45,96,96,3.38,BR,2021-06-16 01:41:00
457,Esperance,-33.8667,121.9,57.04,65,100,15.12,AU,2021-06-16 01:41:01
458,Lichuan,30.3,108.85,78.49,70,91,4.94,CN,2021-06-16 01:41:02
459,Mount Darwin,-16.7725,31.5838,48.13,86,13,3.02,ZW,2021-06-16 01:41:03
460,Pingzhuang,42.0372,119.2889,80.17,44,100,18.88,CN,2021-06-16 01:41:04
461,Gizo Government Station,-8.103,156.8419,84.18,69,57,4.59,SB,2021-06-16 01:41:06
462,Luxor,25.6989,32.6421,78.85,31,0,3.44,EG,2021-06-16 01:39:37
463,Mahajanga,-15.7167,46.3167,71.62,83,20,4.61,MG,2021-06-16 01:41:08
464,Freeport,40.6576,-73.5832,70.29,65,1,5.99,US,2021-06-16 01:41:08
465,Byron Bay,-28.65,153.6167,68.68,53,0,2.73,AU,2021-06-16 01:41:10
466,Piracicaba,-22.7253,-47.6492,65.93,78,5,2.91,BR,2021-06-16 01:41:11
467,Canutama,-6.5339,-64.3831,71.53,98,99,2.84,BR,2021-06-16 01:41:12
468,Fallon,39.4735,-118.7774,91.31,8,20,12.66,US,2021-06-16 01:41:13
469,Paraíso,9.8383,-83.8656,66.36,98,100,1.86,CR,2021-06-16 01:41:14
470,Luanda,-8.8368,13.2343,71.2,94,75,7.02,AO,2021-06-16 01:41:16
471,Bonthe,7.5264,-12.505,78.82,85,100,7.25,SL,2021-06-16 01:41:17
472,Wamba,8.9333,8.6,69.55,85,100,1.54,NG,2021-06-16 01:41:18
473,Kavaratti,10.5669,72.642,83.08,79,100,25.61,IN,2021-06-16 01:41:19
474,Bredasdorp,-34.5322,20.0403,47.52,93,78,2.3,ZA,2021-06-16 01:41:20
475,Poum,-20.2333,164.0167,75.85,81,31,8.16,NC,2021-06-16 01:41:21
476,Takoradze,4.8845,-1.7554,77.7,86,69,7.43,GH,2021-06-16 01:41:23
477,Kieta,-6.2167,155.6333,84.47,70,90,6.44,PG,2021-06-16 01:41:24
478,Isla Mujeres,21.2311,-86.731,80.17,88,100,14.83,MX,2021-06-16 01:41:25
479,Sakaiminato,35.55,133.2333,69.78,94,75,12.66,JP,2021-06-16 01:41:26
480,Ambilobe,-13.2,49.05,68.22,95,10,2.55,MG,2021-06-16 01:41:27
481,Miran Shah,33.0086,70.0697,81.05,33,0,3.71,PK,2021-06-16 01:41:28
482,Moshi,-3.35,37.3333,60.6,89,90,1.45,TZ,2021-06-16 01:41:29
483,Soverato Marina,38.685,16.5499,60.75,58,26,6.29,IT,2021-06-16 01:41:31
484,Akom,2.6678,12.7109,66.83,99,17,3.29,CM,2021-06-16 01:41:32
485,Coronado,32.6859,-117.1831,78.13,66,75,11.5,US,2021-06-16 01:41:33
486,Tadine,-21.55,167.8833,77.72,77,50,7.45,NC,2021-06-16 01:41:34
487,Malbork,54.0359,19.0266,48.7,86,94,1.57,PL,2021-06-16 01:41:35
488,Ligayan,4.6533,119.4706,83.32,73,34,5.5,PH,2021-06-16 01:41:36
489,Rocha,-34.4833,-54.3333,45.32,70,11,7.29,UY,2021-06-16 01:41:37
490,Guánica,17.9716,-66.908,81.37,81,100,5.99,PR,2021-06-16 01:41:39
491,Leh,34.1667,77.5833,44.04,88,100,5.59,IN,2021-06-16 01:41:40
492,Makkah al Mukarramah,21.4267,39.8261,83.68,49,0,4.34,SA,2021-06-16 01:41:41
493,Beira,-19.8436,34.8389,69.87,82,93,3.87,MZ,2021-06-16 01:41:42
494,Port Victoria,0.0939,33.9756,69.57,72,95,6.17,KE,2021-06-16 01:41:43
495,Chulumani,-16.4096,-67.5263,60.62,97,96,0.98,BO,2021-06-16 01:41:45
496,Laje,-10.1833,-40.9667,66.79,84,1,3.09,BR,2021-06-16 01:41:46
497,Bambanglipuro,-7.95,110.2833,68.61,72,95,3.36,ID,2021-06-16 01:41:47
498,Batemans Bay,-35.7167,150.1833,60.91,49,0,4.09,AU,2021-06-16 01:41:48
499,Chui,-33.6971,-53.4616,47.25,76,53,8.37,UY,2021-06-16 01:41:49
500,Port Said,31.2565,32.2841,73.38,78,20,8.05,EG,2021-06-16 01:41:50
501,Marzuq,14.4,46.4667,77.0,40,65,5.39,YE,2021-06-16 01:41:52
502,Mahon,39.8885,4.2658,73.96,94,0,3.44,ES,2021-06-16 01:41:53
503,Campoverde,-8.4753,-74.8058,76.69,73,100,1.79,PE,2021-06-16 01:41:54
504,Moree,-29.4667,149.85,68.02,64,22,14.97,AU,2021-06-16 01:41:55
505,Tsuyama,35.05,134.0,68.83,98,100,2.48,JP,2021-06-16 01:41:56
506,Digby,44.6169,-65.7655,63.55,99,100,6.49,CA,2021-06-16 01:41:57
507,Haapiti,-17.5667,-149.8667,83.71,77,77,18.48,PF,2021-06-16 01:41:59
508,Nagato,34.3833,131.2,68.09,92,100,7.4,JP,2021-06-16 01:42:00
509,Ascoli Piceno,42.8548,13.5749,61.18,68,100,4.74,IT,2021-06-16 01:42:01
510,Miyako,39.6367,141.9525,66.97,92,42,4.94,JP,2021-06-16 01:42:02
511,Kandi,11.1342,2.9386,77.76,67,100,7.34,BJ,2021-06-16 01:42:03
512,Pajapan,18.25,-94.7,72.91,95,100,3.47,MX,2021-06-16 01:42:04
513,Sabha,27.0377,14.4283,77.72,21,0,10.13,LY,2021-06-16 01:42:06
514,Mapiripán,2.8892,-72.1256,72.64,96,65,4.05,CO,2021-06-16 01:42:07
515,Harar,9.3094,42.1258,56.64,79,80,3.53,ET,2021-06-16 01:42:08
516,Bandrele,-12.9067,45.1914,78.55,78,90,8.05,YT,2021-06-16 01:42:09
517,Bentonville,36.3728,-94.2088,84.24,58,1,4.61,US,2021-06-16 01:40:58
518,Madaoua,14.073,5.96,83.71,38,0,6.8,NE,2021-06-16 01:42:11
519,Gatton,-27.55,152.2833,70.56,30,14,2.15,AU,2021-06-16 01:42:13
520,Bondo,3.8146,23.6866,67.41,100,97,0.56,CD,2021-06-16 01:42:14
521,Puerto Nariño,-3.7703,-70.3831,73.35,97,98,1.97,CO,2021-06-16 01:42:15
522,Kenitra,34.261,-6.5802,62.01,88,97,6.82,MA,2021-06-16 01:42:16
523,Hobart,-42.8794,147.3294,51.01,90,75,6.91,AU,2021-06-16 01:40:18
